time_s,object_resistance_R
428.204,14890.51
429.288,14890.51
430.37,15012.23
431.453,14951.22
432.537,15135.14
433.619,15012.23
434.703,14951.22
435.786,15012.23
436.868,14951.22
437.951,15447.76
439.048,15384.62
440.13,15575.0
441.212,15447.76
442.293,15384.62
443.374,15384.62
444.455,15384.62
445.536,15321.78
446.617,15384.62
447.698,15384.62
448.779,15447.76
449.86,15384.62
450.941,15321.78
452.022,15384.62
453.103,15384.62
454.184,15384.62
455.265,15384.62
456.346,15384.62
457.427,15384.62
458.508,15384.62
459.589,15384.62
460.67,15447.76
461.751,15447.76
462.832,14710.14
463.913,15447.76
464.994,15384.62
466.075,15321.78
467.156,15384.62
468.237,15384.62
469.334,15321.78
470.415,15384.62
471.496,15384.62
472.577,15384.62
473.658,15447.76
474.739,15384.62
475.82,15384.62
476.901,15321.78
477.982,15321.78
479.063,15321.78
480.144,15321.78
481.225,15321.78
482.306,15321.78
483.387,15259.26
484.468,15321.78
485.549,15259.26
486.629,15321.78
487.709,15259.26
488.789,15321.78
489.869,15259.26
490.949,15321.78
492.029,15197.05
493.109,15321.78
494.189,15197.05
495.269,15259.26
496.349,15321.78
497.429,15321.78
498.509,15259.26
499.589,15197.05
500.683,15197.05
501.764,15259.26
502.845,15321.78
503.926,15321.78
505.007,15321.78
506.088,15259.26
507.169,15321.78
508.25,15197.05
509.331,15259.26
510.412,15259.26
511.493,15197.05
512.574,15197.05
513.655,15259.26
514.736,15197.05
515.817,15135.14
516.898,15197.05
517.979,15259.26
519.06,15135.14
520.143,15197.05
521.225,15135.14
522.307,14532.37
523.389,15135.14
524.471,15135.14
525.553,15384.62
526.635,15135.14
527.717,15197.05
528.799,15135.14
529.882,15197.05
530.98,15259.26
532.062,15073.53
533.144,15135.14
534.226,15135.14
535.308,15073.53
536.39,15135.14
537.481,15135.14
